,title,description,url,location
415,потерялась кошечка трех шерстная ,"Мальчик Шурик, небольшого роста, окрас белый, уши и мордочка коричнево-рыжие, хвост пушистый веером(на фото хвост стрижен), коричневый ошейник на шее, домашний, добрый. Потерялся в селе Старо/Новомочалеи, Нижегородской области ",https://kinpet.ru/novokuznetsk/koshki/poteryalas-koshechka-trekh-sherstnaya-59627/,Новокузнецк 
416,Пропал кот ,"25.07.2024 в районе Авиамоторной убежал пёс Чип, кобель, коричневая морда, белая грудка и лапы, чёрно-рыжая спина, на передних лапах рыжие «веснушки». Есть адресник в виде косточки. Не агрессивен, но сильно напуган.Последний раз его видели в тот же день в Новогиреево бегущим в сторону Перовского Сквера. Сейчас может быть где угодно!❗️Если увидите собаку, сфотографируйте и сразу звоните, не пытайтесь поймать!❗️Очень нужна помощь в распространении информации и расклейке объявлений, свежих сигналов нет!",https://kinpet.ru/tula/koshki/propal-kot--59602/,Тула 
417,Найден метис таксы и тоя ,"Зовут Лелуш, возраст около года, пушистый, чёрный с белыми грудкой, лапками и животом. Резко вырвался, сорвался с поводка и побежал под трубы за зданием Спара. Просьба сообщить любую информацию,если увидите его где-то, нашедшему обещаем достойное вознаграждение",https://kinpet.ru/pokrov/sobaki/nayden-metis-taksy-i-toya-59594/,Покров 
418,Ласковое солнышко ,Пропал мальчик зовут Марвин ,https://kinpet.ru/moskva/koshki/laskovoe-solnyshko-59593/,Москва 
419,НАЙДЕНА КОШКА ,"27.07.2024 выпрыгнула с балкона или окна, дома никого не было адрес Новокузнецк орджоникидзевский р-н, пр.Шахтеров 18/81 ",https://kinpet.ru/chekhov/koshki/naydena-koshka-59590/,Чехов 
420,Убежал котик бело-рыжий в южном Измайлово ,Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/koshki/ubezhal-kotik-belo-ryzhiy-v-yuzhnom-izmaylovo--59569/,Москва 
421,Пропал ,Ничего не найденоУкажите другую породу,https://kinpet.ru/ussuriysk/sobaki/propal-59568/,Уссурийск 
422,Пропал кот Марсик на берегу иртыша у Ачаира ,Ничего не найденоУкажите другую породу,https://kinpet.ru/omsk/koshki/propal-kot-marsik-na-beregu-irtysha-u-achaira-59560/,Омск 
423,Найден пес ,Еще 6 фото,https://kinpet.ru/taldom/sobaki/nayden-pes-59555/,Талдом 
424,Лёва ,"Мальчик, 2 года, крупный. Бело-рыжий котик, спинка рыжая, лапки и животик белые, хвост полосатый, больше рыжий. Пугливый.",https://kinpet.ru/novosibirsk/koshki/lyeva--59549/,Новосибирск 
425,Потерялся кот ,Чихуахуа окрас серо голубой с белыми лапками и грудью,https://kinpet.ru/sevastopol/koshki/poteryalsya-kot-59534/,Севастополь 
426,Потерялся член семьи по кличке Барни ,"Окрас обычный серо полосатый, на ушках кисточки. Размер крупнее обычного, папа был мейн-кун. Пропал 14 июля на берегу иртыша у посёлка Ачаир. Мог уйти в посёлок, но врятли. Скорее всего вышел к людям. К незнакомым относится с опаской, но как говорится ""голод не тётка"". Нашедшему вознаграждение.",https://kinpet.ru/odintsovo/koshki/poteryalsya-chlen-semi-po-klichke-barni-59533/,Одинцово 
427,Потерялся кот ,Талдомский район д. Бельское на снт уде 4 дня бегает пес. Был ошейник но уже без него. Пес явно домашний. ,https://kinpet.ru/bryansk/koshki/poteryalsya-kot-59514/,Брянск 
428,Потерялась собака Павловский Посад ,"Рыжий котик, 6 мес. очень красивый, по бокам рисунок, с ошейником и поводком. Потерялся Ордынский район в Чернаково. ПОЖАЛУЙСТА верните, кто нашел, котик больной, требует определённого внимания!",https://kinpet.ru/pavlovskiy-posad/sobaki/poteryalas-sobaka-pavlovskiy-posad-59496/,Павловский Посад 
429,пропал кот ,"!9.07 вечером потерялся кот (1.8 месяцев) Фиолент, ТСН Интернационалист. ПОмогите найти за вознаграждение.",https://kinpet.ru/samara/koshki/propal-kot-59485/,Самара 
430,Потерялась кошка ,"Короткошерстная британка, вислоухая.Зовут Барни.Домашняя, никогда не выходила на улицу, а тут вдруг выбежала в открытую дверь и потерялась.",https://kinpet.ru/ekaterinburg/koshki/poteryalas-koshka-59484/,Екатеринбург 
431,Пропал кот на кумысной поляне ,"Пропал на улице Маяковского, возле дома 41!!!Кот 3хцветныйБыла рана под ухомКличка МотяВзрослый (5 лет)Подшерсток белый , сверху шерсть бело-серая",https://kinpet.ru/saratov/koshki/propal-kot-na-kumysnoy-polyane-59478/,Саратов 
432,УБЕЖАЛА СОБАКА !!! ТОРЖОК ЧИХУА !!! ,"Порода йорк, кличка Асоль, сучка, 8 лет, был надет ошейник, потерялась в районе школы номер 18, г. Павловский посад ",https://kinpet.ru/torzhok/sobaki/ubezhala-sobaka-torzhok-chikhua--59476/,Торжок 
433,Потерялась серая кошка.Возможно выпала из окна.Помогите!!! ,"Потерялся котЦвет как на первом фото. Зовут Персик. Стриженый, обрастает.Пропал 20 июля в районе ул Гагарина 82.ласковый.Очень прошу вернуть - ребёнок сильно переживает((((",https://kinpet.ru/mytishchi/koshki/poteryalas-seraya-koshka-vozmozhno-vypala-iz-okna-pomogite--59464/,Мытищи 
434,НАШЛИ кошечку никто не ищет ,"Убежала кошечка зовут Мура из дома 3 июня ,выбежала через дверь не поняли даже как.На улицу не отпускали одну никогда.Кошечка британской породы,окрас серый дымчатый,глаза зелено жёлтые.Не пушистая,короткошёрстная.Стерилизованая,возраст около 6 лет.Очень пугливая,с характером.",https://kinpet.ru/perm/koshki/nashli-koshechku-nikto-ne-ishchet--59458/,Пермь 
435,"Найден кот Красноярск,СНТ Механизатор (Полигон) ","Окрас темно темно серый, однотонный, шотландский вислоухий кот. ""Тима""Возраст около 20 лет, передвигался медленно. Котик домашний, улицу не знает. Пропал 17.07.24. Видела по 19 загородному проездуСледом по 20 загородному проезду и по 21 последний раз 21.07.24 потом след пропал.Просьба если увидите, поймайте не спугните и позвоните пожалуйста, приедем куда угодно.ЗА ВОЗНАГРАЖДЕНИЕ 🙏",https://kinpet.ru/krasnoyarsk/koshki/nayden-kot-krasnoyarsk-snt-mekhanizator-poligon-59436/,Красноярск 
436,Пропала собака ,Испугалась грома и дала деру. Сегодня 25 июля днем ГОРОД ТОРЖОК !!! рыжая малышка ДЖЕССИ !!! ,https://kinpet.ru/torzhok/sobaki/propala-sobaka-59408/,Торжок 
437,Собака. Молодая сука ,"Британская порода,раскрас серая с белой грудкой и лапами,местами рыжеватый окрас.Домашняя,трусишка.Член семьи,родной человек.В семье 7 лет.Дети переживают сильно.Помогите найти,люди добрые!",https://kinpet.ru/evpatoriya/sobaki/sobaka-molodaya-suka-59400/,Евпатория 
438,Потерялся Пропал Шпиц Бежевый окрас мальчик ,"Найдена в районе дома по ул.Окулова 22 или у сада Гоголя.Её точно не выкинули, потому что она очень ухоженная скромная кошечка. Нигде не пакостит приучена к лотку.Себе оставить не можем так как есть свои и кошка и активная собака шпиц.Забирайте пожалуйста в добрые руки.",https://kinpet.ru/polevskoy/sobaki/poteryalsya-propal-shpits-bezhevyy-okras-malchik-59396/,Полевской 
439,Потерялась кошка! ,"В СНТ Механизатор (Полигон) найден кот, видно что домашний, никуда не уходит, напуган, ласковый. Срочно ищем старых или новых хозяев.",https://kinpet.ru/izobilnyy/koshki/poteryalas-koshka--59343/,Изобильный 
440,Пропал кот ,"Всем добрый день.  Обращаюсь с мольбой. 20.07.24 может быть кто-то ехал по трассе М10 в районе Торжка.  В районе 14.15 убежала собачка из СНТ Радуга, что находится по дороге на повороте на деревню Внуково Торжокского района.  Её в видели как она подбежала к трассе, пыталась перебежать. Может кто подобрал её? Огромная просьба распространить данную информацию. Если кто нашёл верните пожалуйста,  хорошее,  очень хорошее вознаграждение гарантировано. Готовы купить вам новую собаку, лишь бы вернули нашу. Заранее всем спасибо.",https://kinpet.ru/vyksa/koshki/propal-kot-59332/,Выкса 
441,Пропала собака ,Ничего не найденоУкажите другую породу,https://kinpet.ru/vidnoe/sobaki/propala-sobaka-59331/,Видное 
442,Найдена собака (мальчик) ,Ничего не найденоУкажите другую породу,https://kinpet.ru/domodedovo/sobaki/naydena-sobaka-malchik-59315/,Домодедово 
443,Потеряла кошку ,Ничего не найденоУкажите другую породу,https://kinpet.ru/surgut/koshki/poteryala-koshku--59302/,Сургут 
444,"Пропал котенок! Каширское шоссе, метро Домодедовская ","Пропала собачка❗️❗️❗️Мальчик Шпиц по кличке Амур. Окрас рыжий. Миниатюрный 21 см.Синий ошейникУбежал 23.07.24 с участка 2ой дачный переулок д.19. Г.Видное, РасторгуевоПросьба тех кто видел, позвонить по телефонуВикторияТатьянаВознаграждение гарантируется!",https://kinpet.ru/moskva/koshki/propal-kotenok-kashirskoe-shosse-metro-domodedovskaya-59291/,Москва 
445,ИЩЕМ КОШКУ ПО АХТУБЕ И ВОЛЖСКОМУ ,"В Домодедовском районе (недалеко от деревни Макарово) найден потерявшийся пес - мальчик, кастрирован, в кожаном коричневом ошейнике. Ищем хозяев.У себя оставить не могу, уже есть три собаки. Люди добрые, отзовитесь!",https://kinpet.ru/volzhskiy/koshki/ishchem-koshku-po-akhtube-i-volzhskomu-59278/,Волжский 
446,Внимание!Потерялась кошка ,Пропала кошка кличка Ань т,https://kinpet.ru/ekaterinburg/koshki/vnimanie-poteryalas-koshka-59262/,Екатеринбург 
447,Найдена небольшая собака. ЮМР Краснодар. ,Еще 1 фото,https://kinpet.ru/krasnodar/sobaki/naydena-nebolshaya-sobaka-yumr-krasnodar-59259/,Краснодар 
448,Срочно!!! ,"Орехово - Борисово северное, Каширское шоссе (около метро Домодедоаская)14.07 ПРОПАЛ котенок Мусик!!!окрас темно-серый с белым, белая грудка и лапки, на кончике левого уха белое пятнышко.Если кто-то видел котенка или нашел и взял себе, огромная просьба сообщить. Нам важна любая информация о малыше.",https://kinpet.ru/moskva/koshki/srochno--59256/,Москва 
449,Пропала кошка ,"крупная кошка, длинная пушистая шерсть, бело-рыжий окрас, большие ушки и пушистый хвост",https://kinpet.ru/surgut/koshki/propala-koshka-59255/,Сургут 
450,Пропал Котенок ,"Кошка, потерялась!Вышла гулять и не вернулась домой!14.07.Район Нижне Исетский .",https://kinpet.ru/moskva/koshki/propal-kotenok--59247/,Москва 
451,Потеряшка. ,"Примерно 2 месяца на ЮМР в районе ул. Бульварное Кольцо и Думенко бегает небольшая собака (6-8 кг).Девочка, ""тигрового"" окраса (черные полоски на темном фоне), белыми ""носочками"" и белой грудкой (см. фото).Пугливая, но к оставленной пище подходит.",https://kinpet.ru/moskva/koshki/poteryashka-59245/,Москва 
452,Пропала собака Немецкая Овчарка Черная ,"Кот Сима отзывается ещё на слово «жирный». Окрас серый. Глаза желто зелёные. Ласковый, пугливый мурлычет. Прижимается к земле ,ест траву ,не кастрированный чипирован. Похож на британца",https://kinpet.ru/kupino/sobaki/propala-sobaka-nemetskaya-ovcharka-chernaya--59200/,Купино 
453,ВОЗНАГРАЖДЕНИЕ 100 000 рублей! ,Еще 1 фото,https://kinpet.ru/moskva/sobaki/voznagrazhdenie-100-000-rubley--59189/,Москва 
454,ВОЗНАГРАЖДЕНИЕ 100 000 рублей ,"Окрас цветной (черепаховый) черный с рыжими крапинками, под носиком рыжее пятнышко, пушистая, откликается на кличку боня.Кошка домашняя, пугливая, на улице не была,возможно спрыгнула с балкона.",https://kinpet.ru/balashikha/sobaki/voznagrazhdenie-100-000-rubley--59188/,Балашиха 
455,Найден кот ,"Пропал Котенок 1 год рыжий с белый,кличка Бася,не привит,не кастрирован,отрадный проезд дом .10,",https://kinpet.ru/sankt-peterburg/koshki/nayden-kot-59184/,Санкт-Петербург 
456,"19 июля вечером пропал котенок 3 месяца,возле кирпичного переулка 4 ",Нашлась кошка. Явно домашняя. Породистая! Возраст примерно год. Цвет кофе с молоком. Хотим пристроить.,https://kinpet.ru/belgorod/koshki/19-iyulya-vecherom-propal-kotenok-3-mesyatsa-vozle-kirpichnogo-pereulka-4-59180/,Белгород 
457,ПРОПАЛА СОБАКА ,"Пропала собака-немецкая овчарка длинношерстная полностью черная.Пропал после обеда 2.07.2024, г. Купино в районе Закаменки (убежал с ул.70 лет Октября, без ошейника). Видели 10.07 на Строительной и Аксеновой. Если кто видел, просьба сообщить по тел.Важна любая информация.Если кто-то его приютил, просьба вернуть за вознаграждение!",https://kinpet.ru/stupino/sobaki/propala-sobaka-59179/,Ступино 
458,"Нашли девочку Хаски, около года ","17.07.2024 в районе Полтево, Балашиха, был утерян той-пудель, девочка, 2 года, кличка Нэя.Собака недоверчива к чужим. Будем благодарны за любую информацию о ее местонахождении. За возвращение домой вознаграждение 100000 рублей! Помогите вернуть члена семьи домой! ",https://kinpet.ru/moskva/sobaki/nashli-devochku-khaski-okolo-goda-59095/,Москва 
459,Милашка ,"17.07.2024 в районе деревни Полтево, Балашиха, был утерян питомец породы той-пудель, девочка, 2 года, по кличке Нэя. Собака остерегается чужих. Будем благодарны за любую информацию о ее местонахождении. За возвращение собаки вознаграждение. Помогите найти члена семьи! ",https://kinpet.ru/lyubertsy/koshki/milashka-59089/,Люберцы 
460,"Потерялся кабели мини колли , шелти, кличка, лакки ","Во дворе моего дома недавно появился кот кремово-рыжего окраса. Очень похож на перса. Видно, что домашний, ищет хозяев. ",https://kinpet.ru/ryazan/sobaki/poteryalsya-kabeli-mini-kolli-shelti-klichka-lakki-59081/,Рязань 
461,Здравствуйте) Чья потеряшка?! ,"Завут Кица,самец,шел на руки,сиреневый ошейник от блох,вечером 19 июля 2024 года гулял возле 4 дома кирпичного тупика города Белгород и не вернулся",https://kinpet.ru/khimki/koshki/zdravstvuyte-chya-poteryashka--59078/,Химки 
462,Пропала любимица семьи ,Ничего не найденоУкажите другую породу,https://kinpet.ru/sankt-peterburg/koshki/propala-lyubimitsa-semi-59070/,Санкт-Петербург 
463,Пропала собака. Фокстерьер. ,Ничего не найденоУкажите другую породу,https://kinpet.ru/novosibirsk/sobaki/propala-sobaka-foksterer--59065/,Новосибирск 
464,Потерялась кошка!!! ,Ничего не найденоУкажите другую породу,https://kinpet.ru/barnaul/koshki/poteryalas-koshka--59064/,Барнаул 
465,Потерялся кот ,"Нэсси, 7 лет, небольшая короткошерстная экзотическая кошечка, серенькая, мягонькая, с удивительно-проницательно-оранжевыми глазками. Ласковая, но на руки идти не любит. Мосенька круглая с приплюснутым носиком, по этой причине почти не мяукает, а если и подает голос, то очень тихо.",https://kinpet.ru/moskva/koshki/poteryalsya-kot-59058/,Москва 
466,Пропал кот ,"Мальчик, 10 лет. Кличка Макс. ",https://kinpet.ru/zvenigorod/koshki/propal-kot-59054/,Звенигород 
467,Пропал белый кот с коричневым ошейником в районе д. Мамоново г. Одинцово Московской области. ,Еще 1 фото,https://kinpet.ru/odintsovo/koshki/propal-belyy-kot-s-korichnevym-osheynikom-v-rayone-d-mamonovo-g-odintsovo-moskovskoy-oblasti--59053/,Одинцово 
468,Потерялся кот Фэнди ,"Бело-серая, пушистая. В районе Островского 46. Вознаграждения. ",https://kinpet.ru/moskva/koshki/poteryalsya-kot-fendi-59026/,Москва 
469,Пропал рыжий кот ,"Черный, упитанный, белое пятнышко на груди ",https://kinpet.ru/voronezh/koshki/propal-ryzhiy-kot-59003/,Воронеж 
470,Потерялся Кот Нес ,"Кот персиково-рыжего окраса, кастрированный, пугливый, пропал 16 июля в районе Верхнего Посада, Звенигород",https://kinpet.ru/oryel/koshki/poteryalsya-kot-nes-59001/,Орёл 
471,Потеряла рыжая кошка Белка ,Белый кот с коричневым ошейником. Глаза зелёные. ,https://kinpet.ru/moskva/koshki/poteryala-ryzhaya-koshka-belka-58983/,Москва 
472,Найдена Бенгальская кошка в районе метро Орехово ,Светло серый вислоухий кот,https://kinpet.ru/moskva/koshki/naydena-bengalskaya-koshka-v-rayone-metro-orekhovo--58980/,Москва 
473,Рыжая кошка в попоне ,"Пропал рыжий кот, переулок Лескова, Воронежбольшой рыжий кот, ушел ранним утром от переулка Поворотного в сторону переулка Лескова, на ушах кисточки",https://kinpet.ru/rostov-na-donu/koshki/ryzhaya-koshka-v-popone-58973/,Ростов-на-Дону 
474,Потерялся кот! ,"Пропал котик по кличке НесВ районе улицы ПриборостроительнойЧерно-белого окраса с пятном черного цвета похожим на челку черного цветаОсобенности : Маленькие ушки, похож на вислоухую кошкуПросьба всем кто располагает информацией писать в личные сообщения или звонить по телефонуНашедшему кота денежное вознаграждение!",https://kinpet.ru/moskva/koshki/poteryalsya-kot-58958/,Москва 
475,Потерялась кошка ,На улице боится .выпрыгнула из балкон ,https://kinpet.ru/moskva/koshki/poteryalas-koshka-58949/,Москва 
476,"ПРОПАЛА КОШКА, ВОЗНАГРАЖДЕНИЕ ","Уже пару раз встретила кошку или кота (не проверяла) у дома на Домодедоской 1 к3 (напротив Евроспара). Кошка породистая и явно не на улице родилась. На днях мужчина подходил в этом же районе, спрашивал видела ли я такую кошку, но я не записала его номер. Возможно, именно эта кошка и потерялась.",https://kinpet.ru/moskva/koshki/propala-koshka-voznagrazhdenie-58930/,Москва 
477,Потерялся йорк ,Потерялась рыжая кошечка в районе Шайбы г. Ростова-на-Дону.Старенькая.Недавно сделали операцию от рака. Все хорошо заживало. И по пути из клиники сбежала из переноски.Зовут Клёпа. В руки вряд ли дастся.Особая примета: одета в послеоперационную попону.,https://kinpet.ru/irkutsk/sobaki/poteryalsya-york-58925/,Иркутск 
478,Пропал кот ,"16 июля выпрыгнул из окна по адресу Проезд Шокальского д1 к1 (м. Бабушкинская р-н Северное Медведково)Отзывается на кличку ""Добби""Черные лапки, голова и хвост. Голубые глаза",https://kinpet.ru/kotelniki/koshki/propal-kot-58919/,Котельники 
479,ПРОПАЛА СОБАКА ,"Окрас трехцветный, кошка ",https://kinpet.ru/ufa/sobaki/propala-sobaka-58914/,Уфа 
480,Потерялась Муся ,Пропала бенгальская кошка в Дмитровском районеПросим вернуть нашедшего за вознаграждение в размере 30.000р,https://kinpet.ru/vyazniki/koshki/poteryalas-musya-58910/,Вязники 
481,Убежали две девочки рыжая и черная 10 лет ,Йорик 9 лет. Стриженый. Кличка Месси.,https://kinpet.ru/krasnodar/sobaki/ubezhali-dve-devochki-ryzhaya-i-chernaya-10-let-58887/,Краснодар 
482,Потерялся черный кот ,Пропал кот‼️‼️‼️ ВОЗНАГРАЖДЕНИЕ 10.000МИКРОРАЙОН КОВРОВЫЙ 31Кличка: ЗЕВСГлаза: ЯнтарныеКастрированный котНосик разделен на 2 половинки (черный/розовый)Прошу найти(вернуть) за вознаграждение ,https://kinpet.ru/engels/koshki/poteryalsya-chernyy-kot-58854/,Энгельс 
483,Поиск кошки ,Ничего не найденоУкажите другую породу,https://kinpet.ru/yaroslavl/koshki/poisk-58838/,Ярославль 
484,Пропала ,Ничего не найденоУкажите другую породу,https://kinpet.ru/orenburg/koshki/propala-58828/,Оренбург 
485,Пропала кошка ,Ничего не найденоУкажите другую породу,https://kinpet.ru/sevastopol/koshki/propala-koshka-58792/,Севастополь 
486,Пропала кошка ,"Потерялась кошка, ночью выскочила в форточку и ушла гулять, в городе никогда не гуляла, выпускали только на даче, города не знает пугливая, откликается на кличку Дизя или Дизель, небольшая, стерилизована, черепахового окраса, гладкошерстна, просьба сообщить любую информацию, где кто когда видел. Возраст 5 лет,. Любимая кошка ребёнка. Потерялась на ул. Углическая",https://kinpet.ru/moskva/koshki/propala-koshka-58748/,Москва 
487,Пропала кошка в районе Нахичеванского рынка ,"Пропала кошка 3 годика окрас трехцветный (черный, рыжий, бежевый)",https://kinpet.ru/rostov-na-donu/koshki/propala-koshka-v-rayone-nakhichevanskogo-rynka-58747/,Ростов-на-Дону 
488,Найден в центре города Нальчик ,"9 июля 2024 года не вернулась с улицы домашняя кошка Сильва. Цвет темно-серый по всей поверхности, только на животе два небольших светлых пятна. Возраст - 5 лет. Стерилизована, чипирована. Паспорт животного у меня на руках. Все прививки сделаны своевременно, не опасна. Молчалива. Голос подает редко. Дает себя погладить, ласкается, но в руки не дается, может укусить. Особых примет нет. Зимой квартиру не покидает. Летом уходит в ночь на улицу и возвращается утром. Так было до ее пропажи.",https://kinpet.ru/nalchik/koshki/nayden-v-tsentre-goroda-nalchik-58745/,Нальчик 
489,ПРОПАЛ КОТ ,Еще 2 фото,https://kinpet.ru/chita/koshki/propal-kot-58705/,Чита 
490,"Потерялся старый пёс, кличка — Бакс ","Трехцветная кошка, кличка Леся. Выпрыгнула/выпала с балкона 8 этажа между 20:00 и 22:30.",https://kinpet.ru/krasnoyarsk/sobaki/poteryalsya-staryy-pyes-klichka-baks-58693/,Красноярск 
491,Пропал кот белый с синим ошейником в деревне Никиты ,"Добрый день! Пропала кошка в районе Нахичеванского рынка 10 июля. Вчера сказали что видели, как мужчина взял на руки и унёс , на против магнита который на 24 линии. Очень прошу если кто то знает где она или может видели ее сообщите по номеру - Елена.Очень прошу помощи 🙏🙏🙏",https://kinpet.ru/volokolamsk/koshki/propal-kot-belyy-s-sinim-osheynikom-v-derevne-nikity-58690/,Волоколамск 
492,Найдена кошка по ул Автозаводская д3 ,"Ласковый , Умный и игривый котенок.На вид не больше 3 месяцев.Окрас похож на смесь с бенгальским.Котенок явно домашний. К лотку приучен.Отдам в добрые руки.",https://kinpet.ru/moskva/koshki/naydena-koshka-po-ul-avtozavodskaya-d3--58689/,Москва 
493,Потерялся кот ,"В районе телецентра и шахматного парка пропал кот. Это случилось в ночь с 11 на 12 июля. Он выпал со 2 этажа и скрылся в неизвестном направлении. Кот очень пугливый, боится всего. Глаза желтые, окрас черно белый, нос черный. Если видели где-то - прошу позвоните. ",https://kinpet.ru/tomsk/koshki/poteryalsya-kot-58672/,Томск 
494,Пропал молодой кот ,"Чёрная шерсть, длинные ноги, хвост крючком",https://kinpet.ru/odintsovo/koshki/propal-molodoy-kot-58646/,Одинцово 
495,потеряны ,"29.06 ушел ночью гулять и больше не вернулся. кот уличный, такая пропажа нетипична для него.ласковый, крупный кот. ошейник синий со стразами и второй ошейник от клещей. хвост закручивается колечком.мы очень надеемся его найти, пожалуйста, ждем любую информацию",https://kinpet.ru/krasnodar/sobaki/poteryany--58642/,Краснодар 
496,Потерялась кошечка!!! ,"Рыжий кот, хромает на две задние лапы",https://kinpet.ru/tomsk/koshki/poteryalas-koshechka--58619/,Томск 
497,"Потерялась Акита Ину, девочка. Зовут Йоши. Верну за вознаграждение ","Кот серого окраса, пушистый,крупный ,вес около 7кг,зовут Миша",https://kinpet.ru/sochi/sobaki/poteryalas-akita-inu-devochka-zovut-yoshi-vernu-za-voznagrazhdenie-58617/,Сочи 
498,убежала маленькая собака по кличке АСЯ ,"Возраст год, окрас серо-белый. ",https://kinpet.ru/gatchina/sobaki/ubezhala-malenkaya-sobaka-po-klichke-asya-58575/,Гатчина 
499,ПРОПАЛА СОБАКА ПОРОДА ТОЙ-ТЕРЬЕР ,"‼️‼️ 🚨СРОЧНО 🚨🚨🆘🆘 КРАСНОДАР 🆘🆘🚨🚨 ДРУГИЕ ГОРОДА 🚨🚨❗️ ❗️❗️НАШЛИ И ОПЯТЬ ПОТЕРЯЛИ❗️❗️❗️Друзья очень нужна ваша помощь.🙏🙏🙏 В январе месяце в Краснодаре потеряли двоих собак породы Хаски. Рыжая девочка Акира и чёрный кабель Амур. 10.07 через Авито связался молодой человек и попросил помощи для двух хасок.СЕВЕРСКИЙ РАЙОН.Станица КРЕПОСТНАЯ. Рядом с лесом на полянке молодые люди увидели двух Хасок в ужасном состоянии. Над рыжей летали огромное количество мух, вполне возможно что собака ранена. Кабель весь в клещах. Собаки худые и изнеможённые. Им срочно требуются ветеринарная помощь. Нашли хозяина. Вечером он с очевидцем поехал на место где 9.07 были найдены Хаски. НЕ НАШЛИ!!! Собаки не могли далеко уйти. Нам очень нужна помощь в поиске этих бедных животных.Нам крайне необходима информационная поддержка.🙏🙏🙏ЗАВТРА МОЖЕТ БЫТЬ УЖЕ ПОЗДНО. Просим всех не равнодушных людей откликнуться и помочь в поиске.🙏🙏🙏Хозяин Толик.",https://kinpet.ru/moskva/sobaki/propala-sobaka-poroda-toy-terer--58571/,Москва 
500,Пропала собака по кличке Белла. Софрино ,"Всем привет! Сегодня утром пропала наша кошечка! Зовут Эльза, но чаще откликается на кис-кис!Район - московский тракт 6/1 (общежитие). Мы уверены она где-то рядом бродит, очень нужна помощь в поисках!Окрас - серый в полоску, белые лапки, на правой лапке чёрное пятнышко!!!!!Нашедшему просьба звонить по телефону.Или писать в личные сообщения!Вознаграждение 5000р !",https://kinpet.ru/pushkino/sobaki/propala-sobaka-po-klichke-bella-sofrino--58557/,Пушкино 
501,Пропала кошка ,"Рыжая, ~65 см в холке. Добрая и игривая девочка. Откликается на Йоши. Умная. Вознаграждение ",https://kinpet.ru/surgut/koshki/propala-koshka--58553/,Сургут 
502,Пропал Кот ,09.07.24 от магазина Петрович Гатчинский район убежала с машины маленькая рыженькая собачка по кличке Ася. Собака пугливая.,https://kinpet.ru/engels/koshki/propal-kot-58535/,Энгельс 
503,Потерялся котик Балашиха м-н Железнодорожный ,ПРОПАЛА СОБАКА ПОРОДА ТОЙ-ТЕРЬЕР ДЕВОЧКА ОКРАС ЧЕРНЫЙ ХВОСТ КУПИРОВАН кличка ТАСЯ(м. Площадь Ильича Рабочая ул.),https://kinpet.ru/balashikha/koshki/poteryalsya-kotik-balashikha-m-n-zheleznodorozhnyy-58521/,Балашиха 
504,"Собака, потеряшка живет на улице Лесная в г.Гагарин. ",Ничего не найденоУкажите другую породу,https://kinpet.ru/gagarin/sobaki/sobaka-poteryashka-zhivet-na-ulitse-lesnaya-v-g-gagarin-58515/,Гагарин 
505,Пропала собака ,Ничего не найденоУкажите другую породу,https://kinpet.ru/volgodonsk/sobaki/propala-sobaka-58487/,Волгодонск 
506,Потерялся котёнок ,Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/koshki/poteryalsya-kotyenok--58486/,Москва 
507,Убежал с поводка и пропал ,"Мальчик , цвет рыжий ,уши висят, не маленькая, очень спокойный живет на улице на пересечение ул .Лесной и мусорного бака ул Волкова, г.Гагарин за линией. Около месяца видим на улице. Собака спокойная, но боится людей. С коричневым ошейником. Похожа на венгерскую выжлу... но точно не могу сказать. Глаза умные и грустные...Очень хочется, чтобы нашелся хозяин.",https://kinpet.ru/khabarovsk/sobaki/ubezhal-s-povodka-i-propal-58483/,Хабаровск 
508,"Овчарка, кобель ",Метис левретки и пинчера. Черный с белой грудкой.,https://kinpet.ru/pushchino/sobaki/ovcharka-kobel-58482/,Пущино 
509,ПРОПАЛА КОШКА ,"Белый трех цветный , коричневый , рыжий ",https://kinpet.ru/lobnya/koshki/propala-koshka-58470/,Лобня 
510,Пропала собака ,Отзывается на имя ДжекОкраска черно коричневаяПо размеру маленькийМного лет емуПомогите пожалуйста,https://kinpet.ru/moskva/sobaki/propala-sobaka-58444/,Москва 
511,Потерялся кот ,"⚠️ Найден(а) собака???? Серпуховской районОвчарка, молодой кобель. Найден в СНТ Волга 06.07.24 . Доверчив к людям, детям. Даётся на поводок Чист, ухожен. Реагирует на команды.",https://kinpet.ru/moskva/koshki/poteryalsya-kot-58439/,Москва 
512,ПРОПАЛА СОБАКА ,Рыжеватая с полосками. Розовый носик. Белые лапки и шея,https://kinpet.ru/maloyaroslavets/sobaki/propala-sobaka-58434/,Малоярославец 
513,Потерялась кошка ,"Дымчатый окрас, с белой грудкой и белыми лапками, около года",https://kinpet.ru/moskva/koshki/poteryalas-koshka--58433/,Москва 
514,Отдам котёнка ,"Мытищинский район, со стороны Дмитровского шоссе. Пропал чёрный кот, откликается на кличку ""Черныш."" Из особых примет, кончик левого уха рваный. Буду благодарен за любую информацию. Может находиться населённых пунктах: #Марфино, #Румянцево, #НиколоПрозорово, #Подольниха, #Фелисово, #Юрьево, #Аксаково, #Федоскино.",https://kinpet.ru/perm/koshki/otdam-kotyenka--58422/,Пермь 
